ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
35539,Sven Fischer,M,30.0,186.0,82.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
35539,Sven Fischer,M,34.0,186.0,82.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
35539,Sven Fischer,M,34.0,186.0,82.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze
35539,Sven Fischer,M,34.0,186.0,82.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
35726,Herv Flandin,M,28.0,181.0,73.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
35738,Ann Kristin Aafedt Flatland,F,31.0,173.0,62.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
35869,Carl Henrik Fljt,M,23.0,176.0,63.0,Finland,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
36512,Martin Fourcade,M,21.0,183.0,73.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
36512,Martin Fourcade,M,25.0,183.0,73.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
36512,Martin Fourcade,M,25.0,183.0,73.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
36512,Martin Fourcade,M,25.0,183.0,73.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,Gold
38449,Yevgeny Aleksandrovich Garanichev,M,25.0,169.0,68.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,Bronze
38977,Selina Gasparin,F,29.0,163.0,52.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 15 kilometres,Silver
39902,Manfred Geyer,M,24.0,173.0,62.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
40650,Egil Gjelland,M,24.0,186.0,80.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
40650,Egil Gjelland,M,28.0,186.0,80.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
40673,Martina Glagow-Beck,F,26.0,158.0,48.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
40673,Martina Glagow-Beck,F,26.0,158.0,48.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,Silver
40673,Martina Glagow-Beck,F,26.0,158.0,48.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
40673,Martina Glagow-Beck,F,30.0,158.0,48.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
42724,Teja Gregorin,F,33.0,171.0,56.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
42755,Simone Greiner-Petter-Memm,F,26.0,164.0,57.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
42759,Michael Greis,M,29.0,176.0,72.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,Gold
42759,Michael Greis,M,29.0,176.0,72.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,Gold
42759,Michael Greis,M,29.0,176.0,72.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
43154,Ricco Gro,M,21.0,179.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
43154,Ricco Gro,M,21.0,179.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
43154,Ricco Gro,M,23.0,179.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
43154,Ricco Gro,M,23.0,179.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
43154,Ricco Gro,M,27.0,179.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
43154,Ricco Gro,M,31.0,179.0,75.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze
43154,Ricco Gro,M,31.0,179.0,75.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
43154,Ricco Gro,M,35.0,179.0,75.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
43872,Vladimir Ilyich Gundartsev,M,23.0,178.0,72.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 20 kilometres,Bronze
43872,Vladimir Ilyich Gundartsev,M,23.0,178.0,72.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
45571,Halvard Hanevold,M,28.0,181.0,75.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 20 kilometres,Gold
45571,Halvard Hanevold,M,28.0,181.0,75.0,Norway,NOR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
45571,Halvard Hanevold,M,32.0,181.0,75.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
45571,Halvard Hanevold,M,36.0,,,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
45571,Halvard Hanevold,M,36.0,181.0,75.0,Norway,NOR,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,Bronze
45571,Halvard Hanevold,M,40.0,181.0,75.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
46696,Simone Hye-Soon Hauswald (Denkinger-),F,30.0,168.0,56.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Bronze
46696,Simone Hye-Soon Hauswald (Denkinger-),F,30.0,168.0,56.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
47627,Andrea Henkel (-Burke),F,24.0,159.0,49.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,Gold
47627,Andrea Henkel (-Burke),F,24.0,159.0,49.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
47627,Andrea Henkel (-Burke),F,28.0,159.0,49.0,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
47627,Andrea Henkel (-Burke),F,32.0,159.0,49.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
48375,Delphyne Heymann-Burlet,F,27.0,163.0,56.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
49014,Stefan Hck,M,24.0,177.0,72.0,West Germany,FRG,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
49094,Lukas Hofer,M,24.0,175.0,62.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
51117,Pavol Hurajt,M,32.0,172.0,67.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Bronze
51799,Heikki Johannes Ikola,M,24.0,181.0,68.0,Finland,FIN,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
51799,Heikki Johannes Ikola,M,28.0,181.0,68.0,Finland,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Silver
51799,Heikki Johannes Ikola,M,28.0,181.0,68.0,Finland,FIN,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
52545,Svetlana Irekovna Ishmuratova,F,29.0,165.0,57.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
52545,Svetlana Irekovna Ishmuratova,F,33.0,165.0,57.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,Gold
52545,Svetlana Irekovna Ishmuratova,F,33.0,165.0,57.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
52643,Jon Istad,M,30.0,174.0,70.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
53171,Matthias Jacob,M,23.0,179.0,70.0,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
54079,Vincent Nicolas Jay,M,24.0,,,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
54079,Vincent Nicolas Jay,M,24.0,182.0,73.0,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze
55279,Ulf Lennart Johansson,M,24.0,182.0,81.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
55898,Olav Jordet,M,24.0,176.0,75.0,Norway,NOR,1964 Winter,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Bronze
55898,Olav Jordet,M,28.0,176.0,75.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
57857,Yury Fyodorovich Kashkarov,M,20.0,185.0,77.0,Soviet Union,URS,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
59471,Yelena Vladimirovna Khrustalyova,F,29.0,162.0,53.0,Kazakhstan,KAZ,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,Silver
60682,Mark Kirchner,M,21.0,178.0,68.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
60682,Mark Kirchner,M,21.0,178.0,68.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Silver
60682,Mark Kirchner,M,21.0,178.0,68.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
60682,Mark Kirchner,M,23.0,178.0,68.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
60706,Valery Viktorovich Kiriyenko,M,26.0,170.0,65.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
60706,Valery Viktorovich Kiriyenko,M,28.0,170.0,65.0,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
61451,Hansjrg Knauthe,M,27.0,178.0,70.0,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 20 kilometres,Silver
61451,Hansjrg Knauthe,M,27.0,178.0,70.0,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
62959,Horst Koschka,M,28.0,177.0,70.0,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
64343,Nikolay Nikolayevich Kruglov,M,24.0,180.0,72.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
64781,Galina Alekseyevna Kukleva,F,25.0,176.0,66.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
64781,Galina Alekseyevna Kukleva,F,25.0,176.0,66.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
64781,Galina Alekseyevna Kukleva,F,29.0,176.0,66.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,29.0,180.0,67.0,Slovakia,SVK,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold
65432,Eirik Kvalfoss,M,24.0,179.0,69.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
65432,Eirik Kvalfoss,M,24.0,179.0,69.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 20 kilometres,Bronze
65432,Eirik Kvalfoss,M,24.0,179.0,69.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
66305,Dominik Landertinger,M,22.0,188.0,75.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
66305,Dominik Landertinger,M,26.0,188.0,75.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
66305,Dominik Landertinger,M,26.0,188.0,75.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
67127,Lionel Laurent,M,29.0,172.0,68.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
69006,Erik Lesser,M,25.0,170.0,70.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,Silver
69006,Erik Lesser,M,25.0,170.0,70.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
70443,Odd Lirhus,M,27.0,180.0,70.0,Norway,NOR,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
71016,Erik Mikael Lfgren,M,22.0,183.0,83.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,Bronze
71016,Erik Mikael Lfgren,M,22.0,183.0,83.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
72051,Frank Luck,M,26.0,179.0,76.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 20 kilometres,Silver
72051,Frank Luck,M,26.0,,,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
72051,Frank Luck,M,30.0,179.0,76.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
72051,Frank Luck,M,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Silver
72051,Frank Luck,M,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
74228,Dmitry Vladimirovich Malyshko,M,26.0,184.0,77.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
74234,Viktor Fyodorovich Mamatov,M,30.0,182.0,78.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
74234,Viktor Fyodorovich Mamatov,M,34.0,182.0,78.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
74987,Gilles Marguet,M,34.0,171.0,70.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
77015,Viktor Viktorovich Maygurov,M,29.0,170.0,70.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
77015,Viktor Viktorovich Maygurov,M,33.0,170.0,70.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Bronze
78111,Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
78111,Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,Silver
78111,Valery Alekseyevich Medvedtsev,M,23.0,173.0,66.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
78111,Valery Alekseyevich Medvedtsev,M,27.0,173.0,66.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
78295,Joachim Meischner,M,25.0,176.0,70.0,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
78376,Vladimir Mikhaylovich Melanin,M,30.0,172.0,74.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Gold
78498,Olga Ivanovna Melnik,F,23.0,174.0,64.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
78510,Yelena Vladimirovna Melnikova (-Chepikova),F,20.0,167.0,55.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Bronze
78791,Karl-Heinz Menz,M,26.0,180.0,73.0,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
79041,Daniel Mesotitsch,M,33.0,180.0,78.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
79041,Daniel Mesotitsch,M,37.0,180.0,78.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
80328,Antje Misersky-Harvey,F,24.0,173.0,66.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
80328,Antje Misersky-Harvey,F,24.0,173.0,66.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 15 kilometres,Gold
80328,Antje Misersky-Harvey,F,24.0,173.0,66.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Silver
80328,Antje Misersky-Harvey,F,26.0,173.0,66.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
81846,Ondej Moravec,M,29.0,181.0,72.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
81846,Ondej Moravec,M,29.0,181.0,72.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Silver
81846,Ondej Moravec,M,29.0,181.0,72.0,Czech Republic,CZE,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,Bronze
83688,Pavel Ilyich Muslimov,M,30.0,176.0,72.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
85492,Magdalena Neuner (-Holzer),F,23.0,166.0,58.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
85492,Magdalena Neuner (-Holzer),F,23.0,166.0,58.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 10 kilometres Pursuit,Gold
85492,Magdalena Neuner (-Holzer),F,23.0,166.0,58.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Gold
86318,Irina Kostadinova Nikulchina,F,27.0,172.0,55.0,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
86467,Corinne Mireille Dominique Niogret,F,19.0,160.0,52.0,France,FRA,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,Gold
86467,Corinne Mireille Dominique Niogret,F,21.0,160.0,52.0,France,FRA,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
87148,Sergey Valentinovich Novikov,M,30.0,184.0,75.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,Silver
87736,Karin Oberhofer,F,28.0,165.0,58.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Bronze
88847,Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
88847,Anna-Carin Helena Cecilia Olofsson-Zidek,F,32.0,159.0,55.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,Gold
88966,Holmfrid Olsson,M,24.0,189.0,88.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
91344,Svetlana Vyacheslavovna Paramygina,F,28.0,164.0,60.0,Belarus,BLR,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
91952,Johann Passler,M,26.0,178.0,78.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,Bronze
91952,Johann Passler,M,26.0,178.0,78.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
92564,Svetlana Vladimirovna Pechorskaya (Davydova-),F,23.0,158.0,52.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Women's 15 kilometres,Silver
92760,Arnd Peiffer,M,26.0,185.0,80.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
93244,Delphyne Peretto,F,24.0,170.0,56.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
93497,Wolfgang Perner,M,34.0,184.0,75.0,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
94143,Olena Yurivna Petrova,F,25.0,162.0,54.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,Silver
94192,"Olov Algot ""Olle"" Petrusson",M,24.0,174.0,66.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
94607,Walter Georg Pichler,M,24.0,177.0,71.0,West Germany,FRG,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
94648,Olena Mykhailivna Pidhrushna,F,27.0,176.0,65.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
95722,Raphal Stphane Louis Poire,M,27.0,,70.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Silver
95722,Raphal Stphane Louis Poire,M,27.0,174.0,70.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
95722,Raphal Stphane Louis Poire,M,31.0,174.0,70.0,France,FRA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
96171,Aleksandr Vladimirovich Popov,M,22.0,176.0,74.0,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
96171,Aleksandr Vladimirovich Popov,M,26.0,176.0,74.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
97070,Aleksandr Vasilyevich Privalov,M,26.0,183.0,85.0,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Biathlon,Biathlon Men's 20 kilometres,Bronze
97070,Aleksandr Vasilyevich Privalov,M,30.0,183.0,85.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Biathlon,Biathlon Men's 20 kilometres,Silver
97684,Nikolay Vasilyevich Puzanov,M,29.0,179.0,80.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
